,Title,Published_date,Views,Likes,Month
0,"Telapak Kaki Berlubang dan Bau, Ini Penyebabnya",2023-01-24,184,0,Jan
1,Potret Jimin BTS Ngumpul Bareng Robert Pattinson hingga David Beckham,2023-01-24,2728,111,Jan
2,"Viral! Pernikahan Poligami, Pria Nikah Lagi Ditemani 2 Istri",2023-01-24,310,2,Jan
3,Ashanty Sudah Tahu Identitas Pencuri Tas Mewah Miliknya,2023-01-24,485,13,Jan
4,"Warganet Bagikan Momen Cianjur Diguncang Gempa M 4,3",2023-01-24,937,15,Jan
5,Pesan Menyentuh Agnez Mo untuk Bunda Corla,2023-01-24,1542,37,Jan
6,LIVE! e-Life: Waspada Pelecehan Seksual Pada Laki-laki,2023-01-20,1930,14,Jan
7,"20 Maskapai Paling Aman di Dunia 2023, Indonesia Ada Nggak Ya?",2023-01-19,440,1,Jan
8,Penari Pelajar SMP 1 Ciawi Dipuji Mendikbud Hingga Ditemui Agnez Mo,2023-01-19,47358,963,Jan
9,Momen Lucu Jelang Peresmian Underpass Depok,2023-01-19,1759,5,Jan
10,Begini Nasib Wanita yang Payudaranya Tak Berhenti Tubuh,2023-01-19,12603,127,Jan
11,Momen Jaksa Bergetar dan Seka Mata Saat Bacakan Tuntutan Eliezer,2023-01-19,5354,22,Jan
12,Penampakan Truk Muatan Tanah Tabrak Separator Busway di Gatsu,2023-01-19,927,10,Jan
13,Air Mata Ibu Yosua Kecewa Putri Candrawathi Hanya Dituntut 8 Tahun Penjara,2023-01-19,341,9,Jan
14,"""Emang Bu Putri Selingkuh Ya?""",2023-01-18,3431,37,Jan
15,Momen Pertemuan Kiky Saputri dan Prabowo Subianto,2023-01-18,660,4,Jan
16,"Kecelakaan Truk Beruntun Pagi Ini, Tol Dalkot Sempat Tak Gerak",2023-01-18,7854,87,Jan
17,Jangan Ganggu Tugas Pemadam!,2023-01-18,773,14,Jan
18,'Eliezer's Angels' Penuhi Ruangan PN Jaksel Jelang Sidang Tuntutan Eliezer,2023-01-18,1832,28,Jan
19,"Beredar Video Pemotor Nyangkut di Atap Rumah Magelang, Ko Bisa?",2023-01-18,1493,3,Jan
20,Scaling Gigi Dianjurkan 6 Bulan Sekali. Ini Manfaatnya,2023-01-18,1088,1,Jan
21,"8 Potret Wajah Baru Ivan Gunawan Usai Oplas Hidup, Disebut Mirip Aktor Turki",2023-01-18,540,0,Jan
22,Potret KPK Geledah Ruang Kerja M Taufik di DPRD DKI,2023-01-18,401,4,Jan
23,"Ditangkap Usai Buron 30 Tahun, Bos Mafia Ini Dulunya Tak Segan Main Bom",2023-01-18,2178,14,Jan
24,Dubes RI di Italia M Prakosa Meninggal Dunia,2023-01-18,1058,30,Jan
25,"Syarifah Ima, Fans Sambo yang Bikin Ulah",2023-01-17,6007,55,Jan
26,"Developer Nggak Mau Perbaiki Rumah Rusak Setelah Akad, Dapat Laporkan Kepolisi",2023-01-17,308,0,Jan
27,"Cerita Kejadian Diserang Ferry Irawan, Venna Melinda: Jangan Bunuh Saya!",2023-01-17,1011,1,Jan
28,"Pria di Makassar Diamuk Warga Dikira Penculik Anak, Ternyata Maling HP",2023-01-17,1196,12,Jan
29,Viral Video Ukhti Mengendarai Motor dengan 'Mata Batin',2023-01-17,653,3,Jan
30,Potret Ferry Irawan Berbaju Tahanan Bacakan Surat untuk Venna Melinda,2023-01-17,313,1,Jan
31,"Alami KDRT di Usia 50 Tahun, Venna Melinda Trauma Berat",2023-01-17,321,0,Jan
32,Rumah Dinas Kapolda Papua Hangus Terbakar,2023-01-17,526,1,Jan
33,"Adu Perspektif: Koalisi Partai, Makin Erat atau Bubar?",2023-01-16,32776,192,Jan
34,Sederet Artis Yang Jadi Korban KDRT,2023-01-16,1974,24,Jan
35,8 Potret Beauty Influencer Berkepala Botak Ingin Dobrak Standar Kecantikan,2023-01-16,433,3,Jan
36,Ini Bukti Legendaris Lambang Kesetiaan Cinta Pada Angsa,2023-01-16,1066,19,Jan
37,Belajar Keteguhan dari Anwar Ibrahim,2023-01-13,32821,622,Jan
38,"LIVE e-Life: Pasangan KDRT, Pertahankan atau Lepaskan?",2023-01-13,1107,8,Jan
39,"Gunung Kerinci Terus Erupsi, Tinggi Kolom Abu 600 Meter",2023-01-12,1271,12,Jan
40,Revaldo Ditangkap Lagi Karena Narkoba,2023-01-12,6048,10,Jan
41,Sorotan Sidang Putri Candrawathi yang Diwarnai Tangis dan Debat Panas,2023-01-12,1084,3,Jan
42,Fakta-fakta Sejauh Ini Tentang Penangkapan Lukas Enembe,2023-01-12,346,3,Jan
43,Pacar Cemburu Gisel Liburan Bareng Gading Marten?,2023-01-12,1109,7,Jan
44,Kenapa Kuat Ma'ruf Ikut Putri ke Area Paling Privat Rumah Saguling?,2023-01-12,933,11,Jan
45,Pelukan Erat Verrell Bramasta untuk Venna Melinda,2023-01-12,2828,26,Jan
46,Venna Melinda bikin gempar melaporkan Ferry Irawan ke Polda Jawa Timur,2023-01-12,1565,19,Jan
47,Warga Hancurkan Rumah Pembunuh Keji Bocah Makassar demi Jual Organ,2023-01-11,3121,47,Jan
48,"Diabadikan Jadi Nama Stadion, Lukas Enembe Kini Ditangkap KPK",2023-01-11,1264,12,Jan
49,"Hakim Ke PC: Sudah Jangan Nangis, Nanti Hakimnya Ikut Nangis",2023-01-11,576,0,Jan
50,Ganasnya Badai di California Mengakibatkan Banjir Bandang,2023-01-11,2275,31,Jan
51,Nenek Usia 103 Tahun Jadi Korban Perampasan,2023-01-11,1906,33,Jan
52,6 Poin Penyesalan-Rasa Bersalah Ferdy Sambo Atas Tewasnya Yosua,2023-01-11,1134,10,Jan
53,"Harta El Chapo, Bos Narkoba yang Anaknya Ditangkap dan Bikin Ricuh Meksiko",2023-01-11,1353,8,Jan
54,Momen Jokowi Sopiri PM Malaysia Keliling Kebun Raya Bogor,2023-01-11,2149,29,Jan
55,"Ricky Tanya ke Hakim: Mohon Izin yang Mulia, Saya Bersalah Atas Apa?",2023-01-11,414,2,Jan
56,Puting Beliiung Ngamuk di Gresik: Rusak Sejumlah Rumah dan SPBU,2023-01-11,4059,51,Jan
57,Canda Megawati Diberi Tugas Oleh Jokowi: Ko Nyusahin Saya Toh Pak?,2023-01-11,457,2,Jan
58,Bahaya Lato-lato Bikin Bocah Kalbar Sampai Operasi Mata,2023-01-11,1083,13,Jan
59,"Pesan Makanan yang Keluar Tidak Sesuai Gambar di Menu, Sebagai Tamu Berhak Protes",2023-01-11,146,1,Jan
60,"Fenomena Munculnya 'Pulau' di Tanimbar Usai Gempa M 7,5",2023-01-11,2654,33,Jan
61,Bahaya Chiki Ngebul Menurut Pakarnya,2023-01-11,583,5,Jan
62,Lagi-lagi Sambo Bantah Tembak Yosua Meski Hasil Autopsi Berkata Lain,2023-01-11,595,6,Jan
63,Suasana Kepanikan Warga Maluku Cari Tempat Tinggi Khawatir Tsunami,2023-01-11,2684,25,Jan
64,Ricuh di Papua Usai Lukas Enembe Dijemput KPK Tewaskan 1 Nyawa,2023-01-11,901,8,Jan
65,Warga Ngamuk Rusak Rumah Remaja Bunuh Bocah untuk Dijual Organnya,2023-01-11,1421,20,Jan
66,Venna Melinda Hubungi Hotman Paris Sambil Menangis,2023-01-10,27088,186,Jan
67,Potret Venna Melinda yang Terbaring di Rumah Sakit Gegara KDRT,2023-01-10,13527,57,Jan
68,LIVE! Adu Perspektif: Menanti Langkah Kejut Kandang Banteng,2023-01-09,22556,202,Jan
69,Venna Melinda Bikin Gempar Melaporkan Ferry Irawan ke Polda Jawa Timur,2023-01-09,28520,198,Jan
70,Jokowi Sopiri Anwar Ibrahim Ajak Keliling Istana Bogor,2023-01-09,521,2,Jan
71,Ibu dan Anak Meninggal Usai Ditandu 7 Km ke Puskesmas,2023-01-09,526,0,Jan
72,"Viral Perjodohan Massal di Pesantren Ciamis, Ini Faktanya",2023-01-09,1199,5,Jan
73,Geger Video Hakim Bocorkan Vonis Sambo Bikin KY Turun Tangan,2023-01-09,1953,7,Jan
74,"Bukan Indonesia, Ini Negara yang Paling Banyak Produksi Mobil di ASEAN",2023-01-09,328,3,Jan
75,Momen Istri PM Malaysia Kunjungi Masjid Istiqlal,2023-01-09,25917,219,Jan
76,Detik-detik Angin Puting Beliung Rusak Sejumlah Rumah dan SPBU di Gresik,2023-01-09,2296,20,Jan
77,Hotman Paris yang Siap Turun Tangan Bantu Kasus Norma Risma,2023-01-09,75073,316,Jan
78,Saksikan CT Corp Leadership Forum Bersama PM Malaysia Anwar Ibrahim,2023-01-09,2134,22,Jan
79,"Pernah Liat Tuna Rp 4,2 Miliar? Nih Penampakannya",2023-01-09,1441,27,Jan
80,LIVE! e-Life: Mengenal Kelainan Kelamin Ganda,2023-01-06,1875,18,Jan
81,Perppu Ciptaker Tidak Mengatur Lagi Cuti Haid dan Melahirkan,2023-01-06,1404,13,Jan
82,Miris! Jenazah Ditandu Sejauh 16 Km di 'Jalan Neraka' Cianjur,2023-01-06,1114,14,Jan
83,Viral Kisah Ibu Eny dan Tiko Hidup Tanpa Listrik-Air,2023-01-06,22562,225,Jan
84,Gaya Jokowi dan Para Menteri Ngemall Pakai Sweater ala Boyband,2023-01-06,5398,86,Jan
85,Viral Qariah Disawer Saat Baca Al-Qur'an Menjadi Kontroversi,2023-01-06,2503,16,Jan
86,K-Talk: Belajar Nyanyi Trot Bareng YoungTak,2023-01-05,5255,1219,Jan
87,K-Talk: Mendalami Karakter Son Suk Ku Cs di Drakor 'Big Bet',2023-01-05,226,4,Jan
88,Sensasi Warmindo Self Service di PIK,2023-01-05,284,1,Jan
89,Kendaraan Mogok Massal Setelah Isi BBM Di SPBU Karawang,2023-01-05,1824,7,Jan
90,"Hakim Cek TKP Eksekusi Yosua di Rumah Dinas Sambo, Begini Suasananya",2023-01-05,570,8,Jan
91,Penampakan Bangkai Kapal Sao Luiz  d0PJoWr,2023-01-05,492,6,Jan
92,Karyawan Tidak Boleh Dipaksa Resign,2023-01-05,269,4,Jan
93,"Live Adu Perspektif, Mau Pemilu ala Orba atau Perbaikan Demokrasi",2023-01-04,36806,370,Jan
94,Detik-detik Kapal Cepat Nusa Penida-Sanur Tenggelam,2023-01-04,17894,155,Jan
95,Istri Sebut Indra Bekti Sudah Ingat Nama Anak-anaknya,2023-01-04,299,2,Jan
96,"Cita-cita Jadi Hewan, Youtuber Ini Sekarang Hidup Seperti Anjing",2023-01-04,592,2,Jan
97,Kondisi Terkini Indra Bekti Usai Seminggu Dirawat di RS,2023-01-04,373,2,Jan
98,Ibu Kota Arab Saudi Lebih Terbuka Tanpa Abaya,2023-01-04,2064,32,Jan
99,Detik-detik Penangkapan Iwan Si Penculik Bocah di Jakpus,2023-01-04,480,1,Jan
100,"Imbas Cuaca Ekstrem, Ikan Laut di Pasar Parepare Langka",2023-01-04,171,0,Jan
101,Kata Raffi Ahmad soal Cristian Gonzales Difitnah,2023-01-04,778,5,Jan
102,Kala Canda Ahli-Jaksa Bikin Satu Ruangan Sidang Sambo Tertawa,2023-01-04,499,1,Jan
103,Melihat Aksi-aksi Ken Block Semasa Hidup,2023-01-04,2436,29,Jan
104,Viral! Buang Sampah di Kali,2023-01-03,3660,46,Jan
105,Keluarga Bicara soal Pro Kontra Open Donasi untuk Indra Bekti,2023-01-03,473,2,Jan
106,"8 Potret Pedangdut Sebelum Terkenal, Via Vallen & Lesti Kejora Manglingi",2023-01-03,745,5,Jan
107,Pelaku Penculikan Bocah di Gunung Sahari Jakpus Ditangkap!,2023-01-03,612,8,Jan
108,Angin Kencang Landa Bali!,2023-01-03,8437,128,Jan
109,Presiden FIFA Usul Setiap Negara Ada Stadion Bernama Pele,2023-01-03,1933,8,Jan
110,Popeyes Comeback di Indonesia!,2023-01-03,2065,57,Jan
111,"Intip Koleksi Kapal Mewah Pendiri WhatsApp, Harga Rp 3 Trilliun",2023-01-02,2001,28,Jan
112,Fajar Sadboy Viral Sampai Rilis Lagu,2023-01-02,11803,48,Jan
113,"Asuransi Indra Bekti Jadi Pertanyaan, Ini Kata Keluarga",2023-01-02,795,0,Jan
114,Ahli Pidana Pihak Kuat: Tak Semua Orang di TKP Kejahatan Itu Turut Serta,2023-01-02,174,0,Jan
115,"Harga Emas Diramal Tembuh Rp 1,6 Juta/Gram Tahun",2023-01-02,376,2,Jan
116,5 Hal Diketahui soal Perppu Cipta Kerja yang Tuai Pro Kontra,2023-01-02,1891,16,Jan
117,"Resmi Naik, Berikut Daftar Harga Terbaru Cukai Rokok",2023-01-02,415,3,Jan
118,Rp 2M Mpok Alpa Untuk Bangun Rumah Dibawa Kabur Sahabat,2023-01-02,1363,16,Jan
119,Kronologi Hubungan Asmara Lee Jong Suk dan IU Terbongkar ke Publik,2023-01-02,4428,36,Jan
120,"Jokowi: Tahun 2023, Tahun Ujian Bagi Ekonomi Global",2023-01-02,479,12,Jan
121,"Senangnya Jokowi, Pasar Modal RI Dikuasai Investor Muda",2023-01-02,520,11,Jan
122,"Punya Mini Zoo, Kafe di Sentul Ini Cocok untuk Liburan Tahun Baru",2022-12-30,786,2,Dec
123,LIVE! e-Life : Pola Hidup Tidak Baik Picu Diabetes?,2022-12-30,895,4,Dec
124,"Megawati Akan Umumkan Capres 2023, Puan Atau Ganjar?",2022-12-30,2378,29,Dec
125,Momen Komeng Daftarkan Diri Jadi Bacalon DPD RI,2022-12-30,2578,13,Dec
126,Perjalanan Dramatis Sidang Nikita Mirzani Hingga Akhirnya Divonis Bebas,2022-12-30,667,4,Dec
127,Shin Tae-yong Evaluasi Witan Usai Gagal Cetak Gol Lawan Thailand,2022-12-30,1277,4,Dec
128,3 Momen yang Disorot dari Sidang Terbaru Pembunuhan Yosua,2022-12-30,2120,12,Dec
129,Duka Mendalam atas Meninggalnya Pele,2022-12-30,664,10,Dec
130,Siap-siap! Jokowi Umumkan Nasib PPKM Hari Ini,2022-12-30,453,11,Dec
131,4 Wahana Seru versi Trans Snow World yang Wajib Kalian Coba!,2022-12-30,215,4,Dec
132,Makam Eril dan Kucing yang 'Menjaga',2022-12-30,3719,81,Dec
133,Aksi Biadab Pemuda di Lampung yang Tega Perkosa Ibu dan Adik Kandung,2022-12-29,1629,12,Dec
134,7 Artis Indonesia Pemilik Bibir Seksi,2022-12-29,3217,44,Dec
135,"Divonis Bebas, Nikita Mirzani Histeris Langsung Sujud Syukur",2022-12-29,4611,67,Dec
136,Kontroversi Brand Hija Rabbani yang Sebut Wanita Berbaju Seksi Bodoh,2022-12-29,5341,30,Dec
137,Kabut di Jalanan China Berujung Tabrakan Beruntun Maut,2022-12-29,3254,42,Dec
138,Lyodra Masuk 11 Besar Daftar 100 Wanita Tercantik TC Candler,2022-12-29,2870,65,Dec
139,"Viral Menantu Selingkuh dengan Mertua di Serang, Si Menantu Beri Klarifikasi",2022-12-29,50791,509,Dec
140,"Kesaksian Ketua RT Duren Tiga, DVR CCTV Kompleks Diganti Tanpa Izin",2022-12-29,1148,4,Dec
141,"Pengacara Putri Tampilkan Alat Bukti, Hakim Minta Dijelaskan saat Pledoi",2022-12-29,476,2,Dec
142,Adu Narasi Dakwaan Putri Candrawathi dengan Pendapat Saksi Ahli Pidana,2022-12-29,677,3,Dec
143,"Seluruh RI Berpotensi Hujan, Cek Prakiraan Cuaca 29 Desember di Sini!",2022-12-29,12674,70,Dec
144,"Doa Istri Indra Bekti: Yuk sehat yuk, Kamu Bisa Sayang",2022-12-29,358,1,Dec
145,"Sejumlah Fenomena Atmosfer Pengaruhi Cuaca, Cek Infonya!",2022-12-29,294,2,Dec
146,"Larangan Penjualanan Rokok Ketengan, Ini Alasan Jokowi",2022-12-29,1047,2,Dec
147,"Viral 3 Gadis Tercebur Got hingga Hitam Pekat di Gubug, Grobogan",2022-12-29,3794,54,Dec
148,"Ada Princess, Dino, dan Alien di Trans Studio Cibubur",2022-12-28,184,0,Dec
149,Menyambut Libur Nataru dengan Main Salju Saat di Trans Snow World Bekasi!,2022-12-28,351,5,Dec
150,Main nok-nok bareng Pak Presiden check ✅,2022-12-28,2887,61,Dec
151,"Sosok Wanita Bule yang Digosipkan Pacar Song Joong Ki, Terciduk Kondangan di Bali!",2022-12-28,984,10,Dec
152,"158 Pengungsi Rohingnya Terdampar di Aceh, Kondisinya Mengenaskan",2022-12-28,1863,25,Dec
153,"Kabar Duka, Pak Ogah Si 'Unyil' Meninggal Dunia",2022-12-28,5328,193,Dec
154,"Berlibur ke Savana Tianyar Bali, Serasa Berada di Afrika",2022-12-28,1297,22,Dec
155,Sayonara! 5 Mobil yang Disuntik Mati di Indonesia Tahun Ini,2022-12-28,1422,12,Dec
156,Kumpulan Daerah yang Terdampak Cuaca Buruk di Indonesia,2022-12-26,729,0,Dec
157,Rekomendasi Tempat Liburan Pas Tahun Baru,2022-12-26,275,0,Dec
158,Tertimbun Badai Salju saat Natal di Amerika: Tewaskan 36 Orang,2022-12-26,1302,9,Dec
159,Menanti Reshuffle Jilid Ke-8 Di Bulan Febuari,2022-12-26,906,2,Dec
160,Kontribusi Nyata Pulihkan Perekonomian Pasca Pandemi dan Ukir Prestasi di Kancah Dunia,2022-12-26,203,2,Dec
161,Kisah Anak Durhaka Dhio Daffa Si Peracun Keluarga,2022-12-26,1913,8,Dec
162,Kronologi dan Rute Penerbangan Zelensky ke AS yang Mengejutkan,2022-12-26,12481,55,Dec
163,Fish & Co Langsung Ramai Antre Jelang Penutupan,2022-12-26,3067,51,Dec
164,"Hujan Deras, Pohon Tumbang dan Macet di Kuta Bali",2022-12-26,2523,41,Dec
165,"Pesona Erina Gudono Tanpa Makeup Jadi Sorotan, NaturaL Glowing",2022-12-26,806,13,Dec
166,"Dikabarkan 10 Tahun Lalu, Pria Gersik Mendadak 'Hidup Lagi'",2022-12-25,2380,42,Dec
167,Menuju Tahun 2023......,2022-12-25,2830,39,Dec
168,Live d'Mentor: Drama KPR,2022-12-22,1237,31,Dec
169,Ibunda Nike Ardilla Meninggal Dunia,2022-12-22,20143,182,Dec
170,"Jokowi Posting Ucapan 'Selamat Hari Ibu', Netizen Salfok ke Al Nahyan",2022-12-22,367,2,Dec
171,"Inalillahi, Aminah Cendrakasih Pemeran Mak Nyak Si Doel Meninggal Dunia",2022-12-22,11076,208,Dec
172,7 Fakta Kelamin Bocah di Tasikmalaya Dipotong Ayah saat Tidur,2022-12-22,2710,46,Dec
173,Terungkap! Ini Penampakan Poundsterling Bergambar Raja Charles III,2022-12-22,251,1,Dec
174,"Pakar: Anies Justru Dongkrak Elektabilitas PKS-PD, Bukan NasDem",2022-12-22,8709,62,Dec
175,Kepribadian Sambo Cs Dikuak di Persidangan,2022-12-22,983,12,Dec
176,"Pertama Kali Perankan Antagonis, Adipati Dolken: Senang Banget!",2022-12-22,284,5,Dec
177,Waspada! Wilayah Indonesia Berpotensi Hujan Lebat Selama Periode Nataru,2022-12-22,2646,9,Dec
178,LIVE! Adu Perspektif: Rayuan Kekuasaan untuk Koalisi Perubahan?,2022-12-21,62315,482,Dec
179,Messi Pecahkan Rekor Telur dalam Jumlah Like Terbanyak Instagram,2022-12-21,2680,50,Dec
180,"Presiden Jokowi Akhir Tahun Ini, Cabut PPKM?",2022-12-21,484,6,Dec
181,Transportasi Kilat: Deretan Kereta Tercepat di Dunia,2022-12-21,2071,35,Dec
182,Saat Duet Menko Luhut-Mahfud Kompak Setuju OTT KPK Tak Baik,2022-12-21,2447,23,Dec
183,Elektabilitas Ganjar Ungguli Anies dan Prabowo di Survei Terbaru SMRC,2022-12-21,4146,22,Dec
184,"Panitia Tarik Tambang Maut Sebut Korban Selfie-selfie, CCTV Berkata Lain",2022-12-21,45538,100,Dec
185,"Karen's Diner Buka di Jakarta, Ini Beberapa Kontroversi yang Dikritik Netizen",2022-12-21,1794,7,Dec
186,Kontak Grup WA Ferdy Samo Bernama 'Tuhan Yesus',2022-12-21,242,0,Dec
187,Catatan Penting Kembalinya Sepak Bola Tanah Air Pascatragedi Kanjuruhan,2022-12-21,200,4,Dec
188,Mengenal Fenomena Solstis: Dampak hingga Waktu Terjadinya,2022-12-21,3356,37,Dec
189,Fakta Kaleb J: Les Nyanyi dari Usia 3 Tahun,2022-12-20,289,1,Dec
190,"Argentina Bukan Cuma Jago Cetak Gol, tapi Juga Utang",2022-12-20,2055,29,Dec
191,Potret Gaya Baru Pevita Pearce dengan Rambut Pendek yang Curi Atensi,2022-12-20,1664,27,Dec
192,PM Belanda Minta Maaf atas 250 Tahun Perbudakan di Indonesia,2022-12-20,788,16,Dec
193,"Rekaman CCTV Diputar di Sidang, Sambo: Kami Berharap Hakim Objektif",2022-12-20,2535,6,Dec
194,Fakta-fakta Keterangan Saksi Ahli di Sidang Pembunuhan Yosua,2022-12-20,2245,22,Dec
195,Dua Tembakan yang Merenggut Nyawa Brigadir Yosua,2022-12-20,985,2,Dec
196,Misteri Kontak 'Tuhan Yesus' di WA Grup Duren Tiga Sambo Cs,2022-12-20,786,7,Dec
197,Respons Jefri Nichol soal Fans Jodohkan Dirinya dengan Caitlin Halderman,2022-12-20,1309,20,Dec
198,"Pamer Buku Nikah, Cita Citata dan Didi Mahardika Sudah Menikah?",2022-12-20,633,7,Dec
199,"Murka Usai Sidang, Nikita Mirzani Dorong Mic dan Lempar Berkas",2022-12-19,6284,66,Dec
200,LIVE Eureka! Inspirasi BJ Habibie dan Teknologi Dirgantara,2022-12-19,591,13,Dec
201,Potret Cut Tari dan Richard Kevin Rayakan Anniversary Ke-3,2022-12-19,4537,49,Dec
202,Momen Perayaan Kemenangan Argentina,2022-12-19,988,3,Dec
203,"Kenapa Ya, Semakin Dewasa Pertemanan Semakin Sedikit?",2022-12-19,164,3,Dec
204,Orang RI Terbukti Kurang Piknik!,2022-12-19,128,0,Dec
205,Tumpah Ruah Fan Argentina di Ambon Konvoi Rayakan Kemenangan,2022-12-19,814,9,Dec
206,"Tiap Tahun Ada Hari Tanpa Matahari di Majalengka, Begini Suasananya",2022-12-19,1509,23,Dec
207,Tentang Jubah Hitam yang Dipakai Messi saat Angkat Trofi Piala Dunia,2022-12-19,3647,48,Dec
208,Ungkapan Bangga Istri kepada Messi Usai Argentina Juara Pildun,2022-12-19,6813,49,Dec
209,Momen Kapsul Orion NASA Mendarat di Bumi Setelah Keliling Bulan,2022-12-16,968,9,Dec
210,Hakim Selamatkan Doni Salmanan dari Upaya Pemiskinan,2022-12-16,5685,58,Dec
211,Gelar Pernikahan Tema Doraemon: Sampai ke Mahar-Mahar,2022-12-16,484,6,Dec
212,"Misteri Penemuan Jari di Sayur Lodeh, NTT",2022-12-16,2255,39,Dec
213,Gelandangan di LA menjolak Tajam,2022-12-16,1760,30,Dec
214,"LIVE! e-Life: Resesi Seks Hantui Indonesia, Isu atau Fakta?",2022-12-16,1748,29,Dec
215,Penjelasan Kevin Aprilio Terkait Heboh Widi Cabut dari Vierratale,2022-12-16,362,0,Dec
216,Kata Ahli Soal Eks Anak Buah Sambo Rusak Laptop Isi CCTV Duren Tiga,2022-12-16,769,2,Dec
217,Jumlah Pengunjung Trans Snow World Bintaro Terus Naik,2022-12-16,298,3,Dec
218,Reaksi Tiara Andini Dikabarkan Putus dengan Alshad Ahmad,2022-12-16,13160,64,Dec
219,Mommen DJ Khaled Berlinang Air Mata Umrah Bareng Mike Tyson,2022-12-15,2593,56,Dec
220,Giring Ditinggalkan Sejumlah Kadernya,2022-12-15,11407,40,Dec
221,"Tak Ingin Usai- Keisya Levronka, Lagu Paling Banyak Dicari Orang di Dunia",2022-12-15,569,3,Dec
222,"Menang Taruhan Sepak Bola yang Kalah Nggak Mau Bayar, Bisakah Saya Gugat?",2022-12-15,287,1,Dec
223,Live! d'Mentor :  Jurus Tepis Miskin di Tahun 2023,2022-12-15,865,14,Dec
224,K-Talk: Eksklusif! Ji Chang Wook Ternyata Orang yang Romantis,2022-12-15,3141,153,Dec
225,Alif 'Dilan Cepmek' Kini Pamer Model Rambut Baru,2022-12-15,1408,12,Dec
226,Momen Jaksa Tegur Saksi yang Tertawa Saat Cerita CCTV Duren Tiga,2022-12-15,2474,11,Dec
227,Hasil Tes Poligraf Putri Candrawathi Berbohong Diprotes Ferdy Sambo,2022-12-15,3067,6,Dec
228,Tangis Putri Mengaku Terpaksa Cerita Pelecehan saat Uji Kebohongan,2022-12-15,539,3,Dec
229,Antiklimaks Kegemilangan Maroko di Piala Dunia 2022,2022-12-15,280,2,Dec
230,Sensasi Jepang dan Korea Jadi Satu di Kkul Jaem Fest 2022,2022-12-14,274,0,Dec
231,Viral Terduga Pelaku Pelecehan Seksual 'Dikeramas' di Kampus,2022-12-14,681,1,Dec
232,Pegawai Bank Papua Ditembak KKB hingga Meninggal,2022-12-14,2563,50,Dec
233,"Kawan Jadi Lawan, Mbape Melawan Hakimi Dini Hari Nanti",2022-12-14,9844,201,Dec
234,Gaya Santai dan Sederhana Pengantin Baru Kaesang-Erina,2022-12-14,864,1,Dec
235,LIVE! Adu Perspektif: Selamat Datang Para Petarung Pemilu 2024,2022-12-14,12885,121,Dec
236,"Skor Hasil Uji Kebohongan: Eliezer Plus 13, Sambo Minus 8, Putri Minus 25",2022-12-14,1319,21,Dec
237,Sanjungan untuk Lionel Messi Usai Libas Kroasia,2022-12-14,1099,22,Dec
238,Doktrin Skenario Pembunuhan hingga Ferdy Sambo Tunjuk-tunjuk Eliezer,2022-12-14,2937,21,Dec
239,Ricky-Kuat Ngaku Lihat Eliezer Tembak Yosua Berkali-kali,2022-12-14,1199,2,Dec
240,Viral Oknum TNI AU di Bogor Pukul Lansia,2022-12-14,4972,42,Dec
241,Potret 7 Keajaiban Dunia Kuno yang Jarang Dikenal,2022-12-14,154,3,Dec
242,"Penangkapan Pria Jadi Kurir 1,3 Ton Ganja: Untuk Biaya Pengobatan Ibu Saya",2022-12-14,2427,38,Dec
243,Indonesia Juara Umum Esport Dunia!,2022-12-14,995,12,Dec
244,Intip Kecanggihan NEOM City: Kota Masa Depan Arab Saudi,2022-12-13,699,7,Dec
245,Sederet Hak yang Didapat Letkol Tituler Deddy Corbuzier,2022-12-13,575,0,Dec
246,Yang Terjadi Jika RI Beneran Kena 'Resesi Seks',2022-12-13,378,1,Dec
247,"Resmi Menikah, Jess No Limit & Sisca Kohl Bagi-Bagi Souvenir Emas",2022-12-13,2255,43,Dec
248,Tangis Sang Istri Pecah saat Sastrawan Remy Sylado Dimakamkan,2022-12-13,866,9,Dec
249,Istri Sambo Ngaku Baru Tahu Yosua Tewas Sehari Setelah Penembakan,2022-12-13,2038,13,Dec
250,Menanti Bukti Foto Putri Terlibat Skenario Pembunuhan Yosua,2022-12-13,1763,16,Dec
251,Aksi Air Supply Manggung di Kota Semarang,2022-12-13,463,6,Dec
252,"Cita Citata dan Didi Mahardika Sambangi Polda, Ada Apa?",2022-12-13,1088,13,Dec
253,Sederet Bantahan Eliezer Atas Kesaksian Putri Candrawathi,2022-12-13,1687,19,Dec
254,Raffi Ahmad-Nagita Naik Jet Pribadi ke Nikahan Kaesang,2022-12-13,5144,90,Dec
255,"Rumah Wali Kota Blitar Dirampok, Pelaku Pakai Mobil Pelat Merah",2022-12-13,1448,12,Dec
256,"Tengkleng Kesukaan Bapak Jokowi, Wajib Coba!",2022-12-13,528,1,Dec
257,Makna Mahar Rp 300 Ribu Kaesang Pangarep untuk Erina Gudono,2022-12-12,781,0,Dec
258,Google Doodle Rayakan Ultah Donald Pandiangan,2022-12-12,204,2,Dec
259,Hakim Penuhi Permintaan Putri: Sidang Tertutup saat Bahas Asusila,2022-12-12,769,2,Dec
260,K-Talk: Eksklusif Debut Fifty Fifty yang Siap Ramaikan Dunia K-Pop,2022-12-12,1737,96,Dec
261,Kesaksian Putri Candrawathi Saat Sakit di Magelang,2022-12-12,718,22,Dec
