,Title,Published_date,Views,Likes,Month
14860,Kondisi Masinis KRL Terguling Sudah Bisa Berkomunikasi,2019-03-12,412,7,Mar
14861,Syahrini: Reino adalah Lelaki Jawaban Setiap Doa Mama,2019-03-12,866,17,Mar
14862,Survei SMRC: Masyarakat Percaya Kepada KPU dan Bawaslu,2019-03-12,334,1,Mar
14863,Fahri Hamzah ke Dhani: Sabar dan Terus Berdoa,2019-03-12,427,4,Mar
14864,Syahrini dan Reino Barack Beberkan Mahar Pernikahan,2019-03-12,4249,18,Mar
14865,"Di Tengah Konser, Brisia Jodie Ungkapkan Ini untuk Jokowi",2019-03-12,305,9,Mar
14866,Kesaksian Korban KRL Anjlok: Jatuhkan Diri ke Rel,2019-03-12,181,1,Mar
14867,Pesawat Max 8  Ethiopian Airlines Jatuh!,2019-03-12,3129,15,Mar
14868,Polka Wars Setuju RUU Permusikan Ditarik dari Prolegnas,2019-03-12,56,1,Mar
14869,"Survei SMRC: Jokowi-Ma'ruf 54,9% Prabowo-Sandi 32,1%",2019-03-12,491,10,Mar
14870,Viral Video Seorang Pria Putuskan Pacar Pakai Baliho,2019-03-12,2089,6,Mar
14871,Korban KRL Terguling Luka Dalam karena Terinjak-injak,2019-03-12,122,0,Mar
14872,Berikut Identitas Korban KRL Terguling di RS Salak Bogor,2019-03-12,85,0,Mar
14873,"Rintik Hujan, Penonton Tetap Setia Nyanyi Bareng Polka Wars",2019-03-12,117,1,Mar
14874,Saksi KRL Terguling: Ada Dentuman dan Kereta Nabrak Tiang Listrik,2019-03-12,1217,4,Mar
14875,"Ringgo Ingin Besanan dengan Hamish-Raisa, Netizen Beri Dukungan",2019-03-12,200,4,Mar
14876,Mengintip Perjuangan Mantri BRI Bertugas di Kepulauan Seribu,2019-03-12,1073,25,Mar
14877,Masinis KRL Terguling Alami Luka di Kaki dan Tangan,2019-03-12,952,14,Mar
14878,Permohonan Maaf Menhub atas KRL yang Terguling,2019-03-12,190,6,Mar
14879,Saat Jokowi Meninjau Proyek Penangkal Banjir Bandung,2019-03-12,1664,10,Mar
14880,Evakuasi KRL Terguling Terkendala Cuaca,2019-03-11,377,4,Mar
14881,"Korban KRL Terguling Jadi 17 Orang, Termasuk Masinis",2019-03-11,1549,5,Mar
14882,Berburu Pernak-pernik K-Pop di CFD,2019-03-11,1101,22,Mar
14883,"Jembatan Pengantin, Ikon Baru Pulau Untung Jawa",2019-03-11,912,9,Mar
14884,"Detik-detik KRL Jakarta-Bogor Terguling, Penumpang Berhamburan",2019-03-11,1642,7,Mar
14885,KAHMI Preneur menggagas Young Entrepreneur Summit 2019 untuk Millenials,2019-03-11,304,7,Mar
14886,"KRL Jakarta-Bogor Terguling, 3 Orang Terluka",2019-03-11,875,4,Mar
14887,Ketika Matematika dan Musik Bersatu dalam Harmoni,2019-03-11,617,10,Mar
14888,"Pedagang Penuhi CFD Jakarta, Warga Terusik",2019-03-11,442,0,Mar
14889,KRL Jakarta-Bogor Terguling di Kebon Pedes,2019-03-11,370,4,Mar
14890,"Ditinggal Orang-orang Terkasih, Melanie Putria Tetap Tegar",2019-03-11,171,1,Mar
14891,Wow! Ternyata Daun Bisa Direndang Lho,2019-03-11,89,0,Mar
14892,"Berusia 116 Tahun, Ini Manusia Tertua di Dunia",2019-03-11,371,4,Mar
14893,"Emil Sambangi Dusun Prayungan, Kawasan Terparah Terdampak Banjir",2019-03-11,174,2,Mar
14894,"Asmara Tak Direstui, Pria Makassar Sebar Video Syur dengan Pacar",2019-03-11,23988,9,Mar
14895,Akhirnya... Bantuan Sembako untuk Korban Banjir Bojonegoro Datang,2019-03-11,104,1,Mar
14896,Melihat Penangkaran Penyu Pulau Seribu,2019-03-11,228,3,Mar
14897,"Di Hari Musik Nasional, Titi DJ Kenang Suka-Duka Jadi Diva",2019-03-11,347,2,Mar
14898,Waspada! Begini Cara Deteksi Lembaga Survei Abal-Abal,2019-03-11,573,0,Mar
14899,Kubu Prabowo Salahkan Pemerintah atas Perilaku Merokok Masyarakat,2019-03-11,493,2,Mar
14900,"Andi Arief: For All Terutama Cebong, Saya Bukan Tersangka",2019-03-11,332,0,Mar
14901,Perjuangan Anak Pulau Seribu Berangkat Sekolah,2019-03-11,896,14,Mar
14902,Menengok Situs Megalitikum di Kabupaten Bondowoso,2019-03-11,148,2,Mar
14903,Ini Loh Rahasia Bumbu di Balik Masakan Minang,2019-03-11,2152,21,Mar
14904,"Bersama Penghuni Rusun, KPUD Jakarta Gelar Sosialisasi Pemilu",2019-03-11,66,1,Mar
14905,KPU Merasa Terbantu Banyak Lembaga Survei di Pemilu 2019,2019-03-11,592,3,Mar
14906,"Dulu Telantar, Siapa Sangka Bandi Jadi Juara Mirip Kucing Prabowo",2019-03-11,4342,31,Mar
14907,"BPJS Defisit, TKN Jokowi: Nggak Usah Khawatir",2019-03-11,598,1,Mar
14908,Pengakuan Mengejutkan Pelaku Inses di Lampung,2019-03-11,116328,499,Mar
14909,Melihat Laguna Mangrove Terbesar di Kepulauan Seribu,2019-03-11,222,6,Mar
14910,Malam Minggu Bareng So Ji Sub Yuk!,2019-03-11,184,3,Mar
14911,Mantan Menkes: Ketimpangan Kesehatan Masih Jadi PR di RI,2019-03-11,102,2,Mar
14912,"Ojek Kapal, Transportasi Sederhana Antar Pulau",2019-03-11,467,3,Mar
14913,Seru! Saat Para Kucing Berlomba Mirip Bobby The Cat Prabowo,2019-03-11,7607,44,Mar
14914,Viral! Bentuk Awan Aneh Ini Ramai Jadi Buah Bibir,2019-03-11,1187,7,Mar
14915,Dramatis... Pengendara Selamatkan Korban Banjir di Tepi Tol Madiun,2019-03-11,558,9,Mar
14916,Awas! Jalan Nasional Trenggalek-Pacitan Ambles,2019-03-11,182,2,Mar
14917,Pesan Tersirat Liem Swie King untuk Tunggal Putra Indonesia,2019-03-11,35673,477,Mar
14918,Selamat! Frederika Alexis Raih Mahkota Putri Indonesia 2019,2019-03-11,3216,21,Mar
14919,"Tinjau Korban Banjir Madiun, Menteri BUMN Cicipi Nasi Bungkus",2019-03-11,145,0,Mar
14920,"Cihuy! Posting Foto Istri, Reino Barack Ungkapkan Cinta",2019-03-11,1291,19,Mar
14921,Atraksi Menegangkan Tiga Pemain Ski,2019-03-11,538,6,Mar
14922,Saat Jokowi Beli Mainan Truk Tangki untuk Jan Ethes,2019-03-11,868,11,Mar
14923,"Banjir di Dusun Prayungan Ponorogo Bak Lautan, Ngeri...",2019-03-11,429,1,Mar
14924,"Mengenal ''Mebuug Buungan'', Ritual Mandi Lumpur di Bali",2019-03-11,1259,4,Mar
14925,"Duh, 5 Ha Kebun Sagu Milik Andi Ikut Ludes Gegara Kebakaran Hutan",2019-03-11,373,1,Mar
14926,"Banyak Golput, KPU Targetkan Partisipan Pemilu 2019 Sebesar 77,5%",2019-03-11,65,0,Mar
14927,"Pernah Gandeng 25 Pria, Lucinta Luna Minta Jangan Ganggu Lagi",2019-03-11,1635,3,Mar
14928,Curhat Jokowi Naik KRL di Jam Sibuk: Gerak 1 Cm Saja Susah,2019-03-11,420,8,Mar
14929,"Kapan Lampung sampai Aceh Tersambung Tol, Pak Jokowi?",2019-03-11,1397,9,Mar
14930,Siswa SMK Tewas Dibogem Ortu Lawannya,2019-03-11,574,2,Mar
14931,BPN Vs TKN Soal Aksi 212 Picu Politik Identitas,2019-03-11,210,0,Mar
14932,Dahnil Kritik Banjir Tol Madiun: Kajiannya Tidak Matang!,2019-03-11,458,4,Mar
14933,Massa Pro Jual Saham Bir Balik Kanan,2019-03-11,5534,13,Mar
14934,"Blak-blakan Mbah Moen, Mengendalikan Perbedaan di Pemilu 2019",2019-03-11,2037487,12665,Mar
14935,Kebun Sayur Terbesar di Gugusan Kepulauan Seribu,2019-03-11,1028,14,Mar
14936,"Sudah Krisis, Venezuela Kini Gelap Gulita",2019-03-11,16438,96,Mar
14937,TKN Beri Keterangan Terkait 3 Laporan Hoax ke Polri,2019-03-11,135,0,Mar
14938,CT ARSA-Prasetiya Mulya Teken Mou Kerja Sama Pendidikan,2019-03-11,83,2,Mar
14939,"Ini Dia Mate X, Ponsel Layar Lipat Fenomenal Milik Huawei",2019-03-11,417,6,Mar
14940,"Banyak Dicibir, Petite Diva Justru Bangga Jadi Wanita Berotot",2019-03-11,6996,50,Mar
14941,"Datang ke Indonesia, Miss Supranational Titip Pesan untuk Para Wanita",2019-03-11,244,4,Mar
14942,Massa Pro Jual Saham Bir Minta Warga Tak Pilih Caleg Parpol 'Miras',2019-03-11,141,4,Mar
14943,Putra Anji Rilis Lagu Anak-anak Ciptaannya Sendiri,2019-03-11,781,4,Mar
14944,"Dites Urine Lagi, Andi Arief: Hasilnya Negatif, Saya akan Tes Darah",2019-03-11,783,1,Mar
14945,"Tonton Blak-blakan Mbah Moen, Mengendalikan Perbedaan di Pemilu 2019",2019-03-11,3192,14,Mar
14946,"Jokowi Naik KRL Pulang Kerja, Apa Alasannya?",2019-03-11,939,10,Mar
14947,"Terancam Hukuman Mati, Zul 'Zivilia' Menyesal",2019-03-11,3824,7,Mar
14948,Perempuan Disabilitas Desak RUU P-KS Segera Disahkan,2019-03-11,1002,5,Mar
14949,Upaya Sterilisasi Air Tercemar Radioaktif di PLTN Fukushima,2019-03-11,7934,51,Mar
14950,"RUU Permusikan Ditarik dari Prolegnas, Apa Kata Anji?",2019-03-11,77,0,Mar
14951,"Nunggak Rp 52 Miliar, Prabowo Digugat Pengusaha ke Pengadilan",2019-03-11,2758,22,Mar
14952,Pemasok Narkoba Andi Arief Masih Tanda Tanya,2019-03-11,640,2,Mar
14953,Polisi Ungkap Zul 'Zivilia' Terlibat Jaringan Pengedar Narkoba,2019-03-11,606,1,Mar
14954,Massa Pendukung Jual Saham Bir Pemprov Demo di DPRD DKI,2019-03-11,1189,9,Mar
14955,WN Meksiko Jadi Korban Penipuan Alat Kesehatan Online,2019-03-11,653,3,Mar
14956,"Banjir Madiun, Tim Jokowi: Sebelumnya di Situ Sering Terjadi Musibah",2019-03-11,174,2,Mar
14957,Fahri soal Banjir Madiun: Jangan-jangan Akibat Pembangunan Tol,2019-03-11,551,2,Mar
14958,"Usai Nyepi, Pelabuhan Ketapang Disesaki Ribuan Kendaraan",2019-03-11,66,0,Mar
14959,"Akibat Banjir, Ujian Sekolah di Trenggalek Ditunda",2019-03-11,65,0,Mar
14960,Bisa Kerja dan Main Sama Anak? Ini Tempat Kerja Impian Bunda,2019-03-11,117,1,Mar
14961,Christian Hadinata: Motor Sektor Ganda Bulutangkis Indonesia,2019-03-11,1917,29,Mar
14962,Penyulingan Air Pulau Pramuka Pelepas Dahaga Warga,2019-03-11,191,3,Mar
14963,Fanboy Samsung Antusias Sambut Kehadiran Galaxy S10 Series,2019-03-11,518,5,Mar
14964,Polisi soal Kasus Robertus Robet: Bebas Berekspresi Ada Batasan,2019-03-11,708,2,Mar
14965,Ada Makam di Balik Pesona Bahari Pulau Karya,2019-03-11,1006,5,Mar
14966,"Eksklusif! Angel Karamoy, Transisi dari Dunia Hiburan ke Panggung Politik",2019-03-11,396,4,Mar
14967,"Kartu Pra-Kerja Jokowi Tak Bebankan APBN, Alasannya?",2019-03-11,2726,15,Mar
14968,Alasan Reino Barack Pilih Syahrini Jadi Istri,2019-03-11,12819,74,Mar
14969,"Kasihan, Petani di Ponorogo Gagal Panen Akibat Banjir",2019-03-11,360,3,Mar
14970,"Sungai Bengawan Solo Meluap, Tiga Desa Terisolasi",2019-03-11,470,6,Mar
14971,"Anaknya Dijenguk Anies Baswedan, Denada Ucapkan Terima Kasih",2019-03-11,1386,28,Mar
14972,"Kasus Robertus, Polisi Panggil Saksi yang Hadiri Acara Kamisan",2019-03-11,161,1,Mar
14973,"Ke PP Persis, Mobil Prabowo Disemuti Massa Pendukung",2019-03-11,764,8,Mar
14974,Edisi Marissa Nasution Vs Netizen,2019-03-09,2103,10,Mar
14975,Mantan Istri Sebut Sandy Tumiwa Pakai Narkoba karena Depresi,2019-03-09,664,1,Mar
14976,Tol Bakauheni-Terbanggi Besar di Lampung Resmi Dioperasikan,2019-03-09,5083,58,Mar
14977,"April, Jokowi Naikan Gaji PNS Plus Rapel",2019-03-09,211608,667,Mar
14978,Hotman Paris Pertanyakan Keaslian Tubuh Bella Luna,2019-03-09,6094,13,Mar
14979,Netizen Heboh Lihat Foto Gading Marten Bareng Sophia Latjuba,2019-03-09,761,2,Mar
14980,Aksi Heroik Polisi Evakuasi Para Lansia Korban Banjir,2019-03-09,256,1,Mar
14981,Bak Lautan! Potret Banjir di Tol Madiun dari Lensa Drone,2019-03-09,4819,20,Mar
14982,Relawan GI-JOW Siap Geriliya Menangkan Jokowi di Jabar,2019-03-09,785,10,Mar
14983,Koalisi Masyarakat Sipil Minta Polisi Bebaskan Robertus Robet,2019-03-09,1216,1,Mar
14984,AHY Bicara Politik Rel Ganda Demokrat,2019-03-09,420,5,Mar
14985,Denny Sumargo Kembalikan Kehormatan Sang Ibu,2019-03-09,1630,6,Mar
14986,"Sempat Berseteru, Dita Soedarjo dan DJ Verny Sudah Akur",2019-03-09,417,2,Mar
14987,Melaney Ricardo Doakan Syahrini dan Reino Barack Langgeng,2019-03-09,6537,26,Mar
14988,"Survei SPIN: Jokowi Kehilangan Momentum, Prabowo Mengejar",2019-03-09,7754,75,Mar
14989,Petugas Berjibaku Evakuasi Bayi Hingga Anjing dari Banjir Blitar,2019-03-09,415,1,Mar
14990,Nyanyian Kontroversial Robertus Robert dan Klarifikasinya,2019-03-09,6398,23,Mar
14991,Ibnu Jamil Doakan yang Terbaik untuk Nikita Mirzani-Vicky Nitinegoro,2019-03-09,1608,4,Mar
14992,"Hasil Tes DNA Buktikan Bukan Anak Densu, DJ Verny Minta Maaf",2019-03-09,595,4,Mar
14993,"Dear Billy Syahputra, Ada Pesan dari Ibnu Jamil Nih",2019-03-09,5093,63,Mar
14994,Seram Banget! Potret Keganasan Banjir Madiun dari Sisi Lain,2019-03-09,2144,4,Mar
14995,Melihat Proses Pernikahan Yuanita Chritiani di Atas Kapal Pesiar Copy of 20Detik,2019-03-09,586,5,Mar
14996,Tebak Spesifikasi Samsung Galaxy S10+ Lewat Cerdas Cermat,2019-03-09,407,2,Mar
14997,Sungai Bengawan Solo Berada di Siaga Dua,2019-03-09,640,3,Mar
14998,Jawaban Sahabat soal Kabar Syahrini Rebut Reino dari Luna Maya,2019-03-09,49800,526,Mar
14999,"Ruas Tol Madiun Terendam Banjir, Begini Kondisinya",2019-03-09,9515,14,Mar
15000,"Luna Maya Digosipkan dengan Faisal Nasimuddin, Apa Kata Sahabat?",2019-03-09,3823,40,Mar
15001,Bens Leo Bicara soal Sertifikasi Musisi,2019-03-09,247,7,Mar
15002,Sahabat Sebut Akan Ada yang Beda dari Luna Maya Usai Umrah,2019-03-09,1530,15,Mar
15003,Konten Hoaks Apa yang Paling Banyak Diidentifikasi Kominfo?,2019-03-08,207,3,Mar
15004,"Bermodalkan Stiker, Tukang Pijat di Mojokerto Pede Nyaleg",2019-03-08,3344,7,Mar
15005,Unik! Caleg Ini Pakai Karung Bekas untuk Alat Peraga Kampanye,2019-03-08,421,6,Mar
15006,Pertama Kali ke Korea? Yuk Ikuti Tips dari Alexander Thian,2019-03-08,110,0,Mar
15007,"Teng! Tepat Pukul 23.00 WIB, Pelabuhan Ketapang-Gilimanuk Tutup",2019-03-08,2332,12,Mar
15008,"Waspada! Bengawan Solo Mengancam, Bojonegoro Siaga 2 Banjir",2019-03-08,697,6,Mar
15009,"Amukan Dahsyat Puting Beliung di Probolinggo, 1 Orang Tewas",2019-03-08,607,2,Mar
15010,"10 Kali Beraksi, Pelaku Curanmor Bersenjata di Jakarta Didor!",2019-03-08,1277,2,Mar
15011,Rachmawati: Kenapa Pendukung Prabowo Selalu Jadi Target Operasi?,2019-03-08,7677,56,Mar
15012,Sahabat Ceritakan Reaksi Luna Maya di Hari Pernikahan Syahrini-Reino,2019-03-08,5449,15,Mar
15013,"Pengamanan Pelabuhan Ketapang Diperketat, Jangan Coba-coba!",2019-03-08,216,2,Mar
15014,Milenial! Ada Tips Agar Berprestasi Nih dari Maudy Ayunda,2019-03-08,2173,63,Mar
15015,"Pamer Jokowi, Tahun Depan KIP Kuliah Diluncurkan",2019-03-08,1808,21,Mar
15016,"Jokowi Sebut Dangdut Lebih Baik dari K-Pop, Ridho Rhoma: Setuju!",2019-03-08,2306,25,Mar
15017,"Meski Ngga Romantis, Almarhum Herman Sikumbang Punya Cara Sayang Istri",2019-03-08,12089,142,Mar
15018,"Ormas di Pekanbaru Ribut-ribut di Lokasi Acara, Piring Beterbangan",2019-03-08,22439,46,Mar
15019,"Lagi, Layar Running Text di Semarang Dihack Jadi ‘Pilih 02’",2019-03-08,247,6,Mar
15020,Cinta Segitiga Berujung Maut di Bekasi,2019-03-08,7081,25,Mar
15021,"Bakal Kolaborasi Bareng Boyzone, Isyana Sarasvati Senang Banget",2019-03-08,295,12,Mar
15022,Seram! Pengamat Intelijen Amini Ada yang Ingin Gagalkan Pemilu,2019-03-08,974,3,Mar
15023,"Ironi! Pendamping Keluarga Harapan Kena OTT, Potong Duit Rakyat",2019-03-08,4406,27,Mar
15024,Jokowi Minta Anggaran PKH Digunakan dengan Bijak,2019-03-08,1172,11,Mar
15025,"Konser Perpisahan di Jakarta, Boyzone Akan Beri Suguhan Berbeda",2019-03-08,391,4,Mar
15026,"Menurut Gus Mus, Ini Pemicu Pemilu 2019 Terasa Keras dan Panas",2019-03-08,1277,19,Mar
15027,"Hiks! Baru Melahirkan, Anak Ibu Ini Terkepung Banjir Madiun",2019-03-08,928,3,Mar
15028,"Bacakan Pleidoi, Hercules Minta Dibebaskan",2019-03-08,1293,6,Mar
15029,"PDAM Mati, Emak-emak Cuci Baju Pakai Air Selokan",2019-03-08,894,4,Mar
15030,Bawaslu Temukan Ribuan Pelanggaran Selama Proses Pemilu 2019,2019-03-08,1649,10,Mar
15031,Emak-emak Pelaku Kampanye Hitam Diburu Polisi,2019-03-08,2406,21,Mar
15032,Polda Jabar Pastikan Proses Pelipatan Surat Suara Pemilu Lancar,2019-03-08,116,0,Mar
15033,"Kembali Ditunda, Sidang Gugatan Terhadap Facebook Belum Ada Titik Terang",2019-03-08,41,1,Mar
15034,Andi Arief Akhirnya Muncul di BNN,2019-03-08,1157,0,Mar
15035,Anak-anak Mampu Menerima Keadaan Bapaknya Meninggal Dunia,2019-03-08,4348,89,Mar
15036,"Bisnis Anyaman Rotan karena Iseng, Sanrio Tertarik Berikan Lisensi",2019-03-08,715,5,Mar
15037,"Blak-blakan AHY: Strategi Rel Ganda, Revisi Target Suara Demokrat",2019-03-08,14392,187,Mar
15038,Kamu Muslimah Berbakat? Ikuti Sunsilk Hijab Hunt 2019!,2019-03-08,289,7,Mar
15039,Dian Sastro Sebut Samsung Galaxy S10 Bantu Proses Produksi Film,2019-03-08,1699,17,Mar
15040,"Beri Kejutan untuk Teman, Gisel dan Wijin Semakin Dekat?",2019-03-08,374,1,Mar
15041,"Perkenalkan, SUV Futuristik Jepang dengan Cita Rasa Eropa",2019-03-08,226,6,Mar
15042,"Ulama Diseret ke Politik, Gus Mus: Ulama Menurut Siapa?",2019-03-08,7330,85,Mar
15043,"Pelabuhan Mau Tutup, Masyarakat Non-Nyepi di Bali Ngungsi Bareng",2019-03-08,355,2,Mar
15044,Dinsos DKI Kirim Bantuan untuk Korban Kebakaran Pasar Blok A,2019-03-08,67,0,Mar
15045,Potret Aktivitas Warga Bojonegoro di Tengah Banjir,2019-03-08,109,0,Mar
15046,"Residivis Curanmor Kembali Dibekuk, Bawa Airsoft Gun Saat Beraksi",2019-03-08,678,4,Mar
15047,Sedap Nikmat Sego Bakar dan Sup Ikan Bambu Kakap,2019-03-08,100,0,Mar
15048,"Ada yang Anggap Pemilu Seperti Perang Badar, Apa Kata Gus Mus?",2019-03-08,1129,19,Mar
15049,"Banjir Kepung Madiun, Warga Mulai Dievakuasi",2019-03-08,260,1,Mar
15050,"Akan Direhabilitasi, Andi Arief Mulai Berkicau Lagi",2019-03-08,1603,6,Mar
15051,Ketegasan Hakim Kasus Habib Bahar Bikin Seisi Ruang Sidang Terdiam,2019-03-08,34603,125,Mar
15052,"Hilda Hapus Semua Foto Billy, Apa Kata Nikita Mirzani?",2019-03-08,6030,24,Mar
15053,Canggih! Napi Bisa Cek Remisi & Bebas Bersyarat Online,2019-03-08,10822,70,Mar
15054,Nikita Mirzani Buka Suara soal Kabar Pacari Vicky Nitinegoro,2019-03-08,1834,5,Mar
15055,Polri akan Serahkan Andi Arief ke BNN,2019-03-08,376,2,Mar
15056,Permohonan Jadi Tahanan Kota Ratna Sarumpaet Ditolak!,2019-03-08,143,2,Mar
15057,"Pasar Blok A Kebayoran Terbakar,  414 Kios Ludes",2019-03-08,154,0,Mar
15058,Eits! Nikita Mirzani Bongkar Kedekatan Syahrini-Reino,2019-03-08,30855,143,Mar
15059,"Peluncurannya Meriah, Apa Sih Keunggulan Vivo V15?",2019-03-08,1197,7,Mar
15060,Pengacara Ratna Sarumpaet Nilai Dakwaan Jaksa Keliru,2019-03-08,149,1,Mar
15061,Inikah Kode Syahrini dan Reino akan Gelar Resepsi di Indonesia?,2019-03-08,6219,20,Mar
15062,Detik-detik Penyerangan Kantong Terakhir ISIS di Baghouz,2019-03-08,40453,116,Mar
15063,Jumlah Korban Tewas Tambang Emas di Bolmong Jadi 16 Orang,2019-03-08,263,0,Mar
15064,"Tonton Blak-blakan AHY: Strategi Rel Ganda, Revisi Target Suara Demokrat",2019-03-08,815,10,Mar
15065,Warga Solok Terdampak Gempa Butuh Bantuan,2019-03-07,288,2,Mar
15066,Pesawat Antariksa hingga AR Spesial di Premiere ''Captain Marvel'',2019-03-07,525,5,Mar
15067,Arkeolog Meksiko Temukan Artefak Maya di Gua,2019-03-07,521,2,Mar
15068,Kumis Pilot India yang Dibebaskan Pakistan Jadi Tren,2019-03-07,881,2,Mar
15069,Andi Arief Ajukan Mundur dari Demokrat,2019-03-07,334,3,Mar
15070,"Geger Pria Pamer Alat Kelamin di Mojokerto, Aksinya Terekam CCTV",2019-03-07,78354,106,Mar
15071,"Diperiksa Polri, Andi Arief Sempat Ngetweet",2019-03-07,108,0,Mar
15072,Jaringan Gas Tekan Impor LPG Hingga Rp 216 M dalam Setahun,2019-03-07,90,2,Mar
15073,Langit di Kep Meranti Gelap Gegara Pekatnya Asap Kebakaran Lahan,2019-03-07,1124,5,Mar
15074,"Bebas dari Penjara, Augie Fantinus Berencana Tambah Anak",2019-03-07,611,3,Mar
15075,"Ada Perempuan di Penangkapan Andi Arief, Kuasa Hukum Membantah",2019-03-07,296,2,Mar
15076,Dinda Kirana Takjub dengan Kebiasaan Jalan Cepat Orang Korea,2019-03-07,754,9,Mar
15077,"Divonis 5 Bulan Penjara, Augie Fantinus Sebentar Lagi Bebas",2019-03-07,3898,13,Mar
15078,Melihat Kerusakan di Alabama Usai Diterjang Badai,2019-03-07,195,0,Mar
15079,"Yang Mau Coba MRT Jakarta, Pendaftaran Mulai Dibuka Hari Ini Loh",2019-03-07,2302,33,Mar
15080,"Tak Tahu Nana Sudah Beristri, Bella Luna Siap Kembalikan Mahar",2019-03-07,1862,3,Mar
15081,Meriahnya Kompleks Air Mancur Sri Baduga Jelang Grand Launch Vivo V15,2019-03-07,441,4,Mar
15082,"Kendaraan di Indonesia Pakai Nuklir, Bisa Nggak Ya?",2019-03-06,273,8,Mar
15083,Lezatnya Sate Taichan dan Martabak Telur Keju Mulur,2019-03-06,308,1,Mar
15084,Performa Hukum di Era Jokowi Dinilai Jelek,2019-03-06,445,8,Mar
15085,"Jelang Hari Nyepi, Parisada Hindu Dharma Indonesia Temui Jokowi",2019-03-06,797,22,Mar
15086,Melihat Koleksi Terbaru Brand Jeans Favorit Freddie Mercury,2019-03-06,815,7,Mar
15087,"Tulis Surat untuk El, Ahmad Dhani Singgung Ahok",2019-03-06,1053,9,Mar
15088,Penyelundupan 30 Kg Sabu dari Malaysia Digagalkan,2019-03-06,1420,4,Mar
15089,Wih! 74 Anak Komodo Lahir di Kebun Binatang Surabaya,2019-03-06,683,6,Mar
15090,Waduh! Ada Penipuan Mengatasnamakan Kakak Chelsea Olivia,2019-03-06,1023,0,Mar
15091,50.000 Butir Ekstasi Disembunyikan Dikubur di Kandang Sapi,2019-03-06,361,3,Mar
15092,"Tunggal Indonesia  Paceklik Gelar, Susy: Kans Tunggal Putra",2019-03-06,179,5,Mar
15093,Kontroversi dan Potensi Nuklir di Indonesia,2019-03-06,32630,479,Mar
15094,"Video Livy di Semarang, Penegasan Tak Berada di Kamar Andi Arief",2019-03-06,668,6,Mar
15095,"Sebelum Meninggal, Ibunda Mikha Tambayong Ingin ''Pulang''",2019-03-06,1901,12,Mar
15096,Satgas Tinombala Kepung Kelompok Ali Kalora,2019-03-06,1191,5,Mar
15097,"Promosikan Konsernya, Ahmad Dhani: Ada Fadli Zon-Rocky Gerung",2019-03-06,6671,50,Mar
15098,Sederet Politikus Tanah Air yang Terciduk Narkoba,2019-03-06,138,1,Mar
15099,"Proses Asesmen Masih Berjalan, Rehabilitasi Andi Arief Belum Ditentukan",2019-03-06,125,0,Mar
15100,Syahrini dan Reino Tampil dengan Pakaian Adat di Pernikahan,2019-03-06,31151,62,Mar
15101,Isak Tangis Mikha Tambayong Lihat Ibunda Dikebumikan,2019-03-06,30489,70,Mar
15102,Sensasi Unik Menyantap Durian Bakar,2019-03-06,316,3,Mar
15103,"Blak-blakan Gus Mus, Pemilu Bukan Perang Badar",2019-03-06,419920,5139,Mar
15104,"Polisi: Andi Arief Ditangkap Sendirian, Tidak Ditemukan Narkoba",2019-03-06,230,0,Mar
15105,Emak-emak Kampanye Sebut Jokowi akan Hapus Pelajaran Agama,2019-03-06,6152,23,Mar
15106,"Ahmad Dhani Teriak Merdeka, Mulan Diam Seribu Bahasa",2019-03-06,2533,12,Mar
15107,"Sedang Menunggu Pelanggan, 8 PSK Muda Diciduk Pol PP",2019-03-06,2258,7,Mar
15108,"Dua Truk Tabrakan, Sopir Terjepit Bodi Truk",2019-03-06,2089,12,Mar
15109,Waduh..! Ada Caleg Ninggalin Kartu Nama di Makam Bung Karno,2019-03-06,140,0,Mar
15110,Keluarga akan Ajukan Rehabilitasi untuk Andi Arief,2019-03-06,66,0,Mar
15111,Tangis Mikha Tambayong Pecah Melepas Jenazah Ibunda,2019-03-06,199954,593,Mar
15112,Tonton Blak-blakan Gus Mus: Bicara Soal Politik Indonesia dan Agama,2019-03-06,3084,18,Mar
15113,"Denny Sumargo Terbukti Tak Hamili DJ Verny, Dita Soedarjo Senang",2019-03-06,4142,7,Mar
15114,"Andi Arief Terjerat Narkoba, Sandi: Saya Terkejut Sekali",2019-03-06,250,1,Mar
15115,Livy Andriany Bantah Ada di Kamar Andi Arief Saat Penangkapan,2019-03-06,3071,8,Mar
15116,"Stroke, Aktor ''Beverly Hills'' Luke Perry Meninggal Dunia",2019-03-06,1002,11,Mar
15117,Brrr...! Para Karateka di Irak Latihan di Atas Salju,2019-03-06,255,1,Mar
15118,Relawan dari Penjuru Eropa Dukung Jokowi-Ma'ruf,2019-03-05,1249,39,Mar
15119,Aksi Gadis di Ciamis Mandi Lumpur Protes Jalan Rusak,2019-03-05,2107,13,Mar
15120,Syahrul Yasin Diperiksa Bawaslu Terkait Video Camat Dukung Jokowi,2019-03-05,747,5,Mar
15121,"Hendak Mandi, Wanita Terperosok ke Sumur Sedalam 12 Meter",2019-03-05,716,3,Mar
15122,"Dikabarkan Dekat dengan Gisel, Wijaya Saputra: Cuma Teman",2019-03-05,1785,7,Mar
15123,Syahrini Minta Ade ''Govinda'' Buatkan Lagu Bertema Bahagia,2019-03-05,517,3,Mar
